control_number,sequence_number,violator_id,status_description,gdate_happened,gdate_paid,original_fine,actual_fine,is_discounted,violation_type_description,vehicle_make,vehicle_model,district,city,region
101571189,10,1458312349,Issued to violator but un-paid,2026-01-20 19:22:54,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,مازدا,مازدا CX-5,الروضة,الرياض,منطقة الرياض
101571189,9,2520709266,Issued to violator but un-paid,2026-01-20 18:37:31,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,تويوتا,راش,الملز,الرياض,منطقة الرياض
102218740,3,2331433357,Issued to violator but un-paid,2026-01-20 17:32:22,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,هوندا,هوندا سيفيك,النسيم,الرياض,منطقة الرياض
102253799,10,1046377414,Issued to violator but un-paid,2026-01-20 17:20:12,,150,150,False,عدم ربط حزام,نيسان,باترول,الملقا,الرياض,منطقة الرياض
100925051,4,1690636077,Issued to violator but un-paid,2026-01-20 16:56:52,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,نيسان,باترول,الروضة,الرياض,منطقة الرياض
103163980,7,1890845333,Issued to violator but un-paid,2026-01-20 16:56:23,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,نيسان,نافارا,الياسمين,الرياض,منطقة الرياض
100925051,7,1129208600,Issued to violator but un-paid,2026-01-20 13:53:16,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,لكزس,لكزس LX,الياسمين,الرياض,منطقة الرياض
101571189,10,2350174773,Issued to violator but un-paid,2026-01-20 13:34:02,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,جي إم سي,يوكون,النسيم,الرياض,منطقة الرياض
101571189,5,1414764283,Issued to violator but un-paid,2026-01-20 12:27:22,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,نيسان,باترول,النسيم,الرياض,منطقة الرياض
102218740,4,1738818805,Issued to violator but un-paid,2026-01-20 11:39:12,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,نيسان,صني,الملقا,الرياض,منطقة الرياض
102218740,9,1535223680,Issued to violator but un-paid,2026-01-20 10:16:48,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,لكزس,لكزس LX,العليا,الرياض,منطقة الرياض
101571189,2,1485805053,Issued to violator but un-paid,2026-01-20 10:15:39,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,لكزس,لكزس LX,العقيق,الرياض,منطقة الرياض
102218740,2,2190375562,Issued to violator but un-paid,2026-01-20 08:33:38,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,بي إم دبليو,بي إم دبليو 3 Series,العقيق,الرياض,منطقة الرياض
102253799,4,1920131407,Issued to violator but un-paid,2026-01-20 08:20:17,,150,150,True,عدم ربط حزام,كيا,سيراتو,الغدير,الرياض,منطقة الرياض
102253799,6,2722324724,Issued to violator but un-paid,2026-01-20 05:52:28,,150,150,False,عدم ربط حزام,هوندا,هوندا سيفيك,السلي,الرياض,منطقة الرياض
100925051,2,1154778780,Issued to violator but un-paid,2026-01-20 04:59:08,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,مازدا,مازدا CX-5,العقيق,الرياض,منطقة الرياض
101571189,2,1221596637,Issued to violator but un-paid,2026-01-20 04:51:30,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,شيفروليه,سبارك,الغدير,الرياض,منطقة الرياض
102218740,8,2285401127,Issued to violator but un-paid,2026-01-20 04:38:39,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرسيدس بنز,مرسيدس بنز G-Class,النسيم,الرياض,منطقة الرياض
102253799,5,1586828104,Issued to violator but un-paid,2026-01-20 04:31:35,,150,150,False,عدم ربط حزام,مازدا,مازدا CX-5,الملز,الرياض,منطقة الرياض
102218740,7,1423047978,Issued to violator but un-paid,2026-01-20 04:11:24,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,بي إم دبليو,بي إم دبليو X5,الملز,الرياض,منطقة الرياض
103163980,8,1364637239,Issued to violator but un-paid,2026-01-20 03:03:40,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,نيسان,نافارا,الياسمين,الرياض,منطقة الرياض
102253799,3,1119366038,Issued to violator but un-paid,2026-01-20 01:58:13,,150,150,True,عدم ربط حزام,جيب,شيروكي,العليا,الرياض,منطقة الرياض
102253799,8,1148630116,Issued to violator but un-paid,2026-01-20 01:39:39,,150,150,True,عدم ربط حزام,مازدا,مازدا CX-5,العليا,الرياض,منطقة الرياض
100925051,2,1705200020,Issued to violator but un-paid,2026-01-19 23:51:44,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,تويوتا,كروزر,النسيم,الرياض,منطقة الرياض
102253799,8,2492134607,Issued to violator but un-paid,2026-01-19 23:09:44,,150,150,True,عدم ربط حزام,فورد,رينجر,النرجس,الرياض,منطقة الرياض
100925051,2,2057200602,Issued to violator but un-paid,2026-01-19 23:08:18,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,جيب,شيروكي,الروضة,الرياض,منطقة الرياض
101571189,8,1457109303,Issued to violator but un-paid,2026-01-19 21:18:11,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,هيونداي,توسان,العليا,الرياض,منطقة الرياض
100925051,6,2136262684,Issued to violator but un-paid,2026-01-19 18:01:33,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,كيا,ريو,الياسمين,الرياض,منطقة الرياض
102218740,7,2926440084,Issued to violator but un-paid,2026-01-19 17:56:08,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,هوندا,هوندا سيفيك,الغدير,الرياض,منطقة الرياض
102218740,8,2011506577,Issued to violator but un-paid,2026-01-19 17:50:53,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,جيب,رانجلر,الملز,الرياض,منطقة الرياض
101571189,2,1688457413,Issued to violator but un-paid,2026-01-19 16:18:15,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,هوندا,هوندا سيفيك,النرجس,الرياض,منطقة الرياض
100925051,10,1754802310,Issued to violator but un-paid,2026-01-19 15:24:41,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,تويوتا,اف جي كروزر,الياسمين,الرياض,منطقة الرياض
102253799,6,1221485424,Issued to violator but un-paid,2026-01-19 13:40:30,,150,150,False,عدم ربط حزام,تويوتا,كامري,الملقا,الرياض,منطقة الرياض
101571189,10,1004933813,Issued to violator but un-paid,2026-01-19 13:14:19,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,مازدا,مازدا CX-5,النرجس,الرياض,منطقة الرياض
102218740,2,2161630109,Issued to violator but un-paid,2026-01-19 11:16:56,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,تويوتا,كروزر,الملقا,الرياض,منطقة الرياض
100925051,8,1057735259,Issued to violator but un-paid,2026-01-19 10:47:28,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,بي إم دبليو,بي إم دبليو 3 Series,العقيق,الرياض,منطقة الرياض
103163980,3,1172110741,Issued to violator but un-paid,2026-01-19 10:40:52,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,شيفروليه,سبارك,الروضة,الرياض,منطقة الرياض
102253799,2,1984944163,Issued to violator but un-paid,2026-01-19 10:31:18,,150,150,True,عدم ربط حزام,مازدا,مازدا 3,العقيق,الرياض,منطقة الرياض
103163980,3,1268270644,Issued to violator but un-paid,2026-01-19 09:55:41,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,مرسيدس بنز,مرسيدس بنز G-Class,الياسمين,الرياض,منطقة الرياض
103163980,7,2304186199,Issued to violator but un-paid,2026-01-19 09:32:05,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,نيسان,صني,الملقا,الرياض,منطقة الرياض
101571189,1,1496374720,Issued to violator but un-paid,2026-01-19 09:11:07,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,هيونداي,كريتا,النرجس,الرياض,منطقة الرياض
102253799,8,1514083597,Issued to violator but un-paid,2026-01-19 07:40:15,,150,150,False,عدم ربط حزام,فورد,رينجر,الياسمين,الرياض,منطقة الرياض
102253799,3,1392963813,Issued to violator but un-paid,2026-01-19 05:59:37,,150,150,True,عدم ربط حزام,شيفروليه,كابريس,النسيم,الرياض,منطقة الرياض
102218740,4,1320119973,Issued to violator but un-paid,2026-01-19 05:23:17,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,لكزس,لكزس LX,السلي,الرياض,منطقة الرياض
103163980,5,1805530559,Issued to violator but un-paid,2026-01-19 05:17:23,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,نيسان,نافارا,النرجس,الرياض,منطقة الرياض
102253799,2,1485076420,Issued to violator but un-paid,2026-01-19 03:51:48,,150,150,True,عدم ربط حزام,كيا,ريو,السلي,الرياض,منطقة الرياض
103163980,7,2001677681,Issued to violator but un-paid,2026-01-19 03:39:00,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,شيفروليه,تاهو,الروضة,الرياض,منطقة الرياض
102218740,8,1700456895,Issued to violator but un-paid,2026-01-19 03:17:16,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,هيونداي,كريتا,الغدير,الرياض,منطقة الرياض
103163980,4,1894975908,Issued to violator but un-paid,2026-01-19 02:21:28,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,جيب,رانجلر,الروضة,الرياض,منطقة الرياض
103163980,3,1906098049,Issued to violator but un-paid,2026-01-19 02:19:05,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,جيب,شيروكي,الملقا,الرياض,منطقة الرياض
100925051,1,1065285135,Issued to violator but un-paid,2026-01-19 01:20:56,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,كيا,سبورتاج,الروضة,الرياض,منطقة الرياض
103163980,7,1653387880,Issued to violator but un-paid,2026-01-19 01:00:56,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,شيفروليه,تاهو,الملز,الرياض,منطقة الرياض
101571189,9,1656436544,Issued to violator but un-paid,2026-01-18 23:47:34,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,جيب,رانجلر,الياسمين,الرياض,منطقة الرياض
102218740,4,2345821874,Issued to violator but un-paid,2026-01-18 22:59:33,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,لكزس,لكزس LX,العقيق,الرياض,منطقة الرياض
102218740,6,2558300178,Issued to violator but un-paid,2026-01-18 22:53:38,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,نيسان,باترول,العقيق,الرياض,منطقة الرياض
102253799,9,1703856283,Issued to violator but un-paid,2026-01-18 21:48:43,,150,150,False,عدم ربط حزام,مازدا,مازدا 3,النرجس,الرياض,منطقة الرياض
102218740,10,2405089684,Issued to violator but un-paid,2026-01-18 20:58:54,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,كيا,سبورتاج,الياسمين,الرياض,منطقة الرياض
102253799,8,2767444940,Issued to violator but un-paid,2026-01-18 20:58:13,,150,150,True,عدم ربط حزام,هيونداي,أكسنت,الملز,الرياض,منطقة الرياض
101571189,8,2489065086,Issued to violator but un-paid,2026-01-18 19:58:09,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,شيفروليه,تاهو,الغدير,الرياض,منطقة الرياض
102253799,1,1807406452,Issued to violator but un-paid,2026-01-18 19:34:41,,150,150,False,عدم ربط حزام,هوندا,هوندا CR-V,العليا,الرياض,منطقة الرياض
103163980,9,1880863860,Issued to violator but un-paid,2026-01-18 16:54:22,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,هيونداي,سوناتا,النرجس,الرياض,منطقة الرياض
102253799,7,2897598827,Issued to violator but un-paid,2026-01-18 15:16:17,,150,150,False,عدم ربط حزام,بي إم دبليو,بي إم دبليو X5,العقيق,الرياض,منطقة الرياض
102218740,7,1010431958,Issued to violator but un-paid,2026-01-18 13:56:45,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,نيسان,نافارا,العليا,الرياض,منطقة الرياض
102253799,1,1423350103,Issued to violator but un-paid,2026-01-18 13:29:33,,150,150,False,عدم ربط حزام,نيسان,نافارا,النرجس,الرياض,منطقة الرياض
103163980,10,2171149335,Issued to violator but un-paid,2026-01-18 12:09:04,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,مرسيدس بنز,مرسيدس بنز G-Class,العليا,الرياض,منطقة الرياض
103163980,8,1096457926,Issued to violator but un-paid,2026-01-18 12:08:31,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,هيونداي,كريتا,الروضة,الرياض,منطقة الرياض
101571189,3,1511687365,Issued to violator but un-paid,2026-01-18 11:31:41,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,جيب,شيروكي,الياسمين,الرياض,منطقة الرياض
101571189,2,2112486219,Issued to violator but un-paid,2026-01-18 09:09:47,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,فورد,رينجر,الملقا,الرياض,منطقة الرياض
100925051,4,1685918487,Issued to violator but un-paid,2026-01-18 08:29:14,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,شيفروليه,تاهو,الغدير,الرياض,منطقة الرياض
102253799,3,2686182805,Issued to violator but un-paid,2026-01-18 08:22:50,,150,150,True,عدم ربط حزام,تويوتا,كروزر,الياسمين,الرياض,منطقة الرياض
102218740,2,2245203322,Issued to violator but un-paid,2026-01-18 06:23:39,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,كيا,ريو,الغدير,الرياض,منطقة الرياض
102218740,7,1567467771,Issued to violator but un-paid,2026-01-18 05:30:25,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,ميتسوبيشي,باجيرو,الروضة,الرياض,منطقة الرياض
100925051,8,1185010061,Issued to violator but un-paid,2026-01-18 05:28:36,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,نيسان,باترول,السلي,الرياض,منطقة الرياض
100925051,1,1459337653,Issued to violator but un-paid,2026-01-18 05:04:06,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,جي إم سي,يوكون,العقيق,الرياض,منطقة الرياض
102218740,6,1896465281,Issued to violator but un-paid,2026-01-18 04:58:37,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,جيب,رانجلر,النسيم,الرياض,منطقة الرياض
101571189,10,1971994197,Issued to violator but un-paid,2026-01-18 04:52:22,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,نيسان,صني,الياسمين,الرياض,منطقة الرياض
103163980,10,1673616031,Issued to violator but un-paid,2026-01-18 04:13:59,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,مازدا,مازدا CX-5,النرجس,الرياض,منطقة الرياض
103163980,8,2732580839,Issued to violator but un-paid,2026-01-18 00:59:00,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,تويوتا,كامري,الروضة,الرياض,منطقة الرياض
102218740,8,2432361606,Issued to violator but un-paid,2026-01-18 00:46:14,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,هيونداي,أكسنت,الروضة,الرياض,منطقة الرياض
100925051,2,2313368817,Issued to violator but un-paid,2026-01-18 00:30:30,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,ميتسوبيشي,باجيرو,السلي,الرياض,منطقة الرياض
101571189,4,2548746319,Issued to violator but un-paid,2026-01-17 23:45:29,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,بي إم دبليو,بي إم دبليو X5,الملز,الرياض,منطقة الرياض
103163980,4,1000501031,Issued to violator but un-paid,2026-01-17 22:28:09,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,جي إم سي,يوكون,الياسمين,الرياض,منطقة الرياض
101571189,3,1443073518,Issued to violator but un-paid,2026-01-17 19:32:26,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,فورد,إكسبلورر,النسيم,الرياض,منطقة الرياض
102218740,3,1100297878,Issued to violator but un-paid,2026-01-17 17:19:58,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,نيسان,نافارا,الغدير,الرياض,منطقة الرياض
101571189,9,1204380973,Issued to violator but un-paid,2026-01-17 15:36:23,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,تويوتا,كامري,الياسمين,الرياض,منطقة الرياض
103163980,8,1339810957,Issued to violator but un-paid,2026-01-17 12:58:23,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,مرسيدس بنز,مرسيدس بنز E-Class,الغدير,الرياض,منطقة الرياض
102253799,2,1501683447,Issued to violator but un-paid,2026-01-17 12:41:25,,150,150,False,عدم ربط حزام,نيسان,صني,الملز,الرياض,منطقة الرياض
101571189,3,2799132729,Issued to violator but un-paid,2026-01-17 12:05:24,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,كيا,ريو,النرجس,الرياض,منطقة الرياض
100925051,10,2385677252,Issued to violator but un-paid,2026-01-17 11:54:04,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,لكزس,لكزس LX,السلي,الرياض,منطقة الرياض
103163980,1,1786949023,Issued to violator but un-paid,2026-01-17 11:25:08,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,ميتسوبيشي,باجيرو,الغدير,الرياض,منطقة الرياض
103163980,8,1713328635,Issued to violator but un-paid,2026-01-17 11:14:04,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,هيونداي,توسان,الياسمين,الرياض,منطقة الرياض
103163980,7,2092766466,Issued to violator but un-paid,2026-01-17 10:14:09,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,تويوتا,راش,النرجس,الرياض,منطقة الرياض
103163980,5,2708403026,Issued to violator but un-paid,2026-01-17 08:53:16,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,شيفروليه,سبارك,النسيم,الرياض,منطقة الرياض
100925051,7,2264612211,Issued to violator but un-paid,2026-01-17 07:43:48,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,جي إم سي,يوكون,الروضة,الرياض,منطقة الرياض
101571189,7,2172718291,Issued to violator but un-paid,2026-01-17 06:46:03,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,تويوتا,كروزر,الملقا,الرياض,منطقة الرياض
100925051,9,2707305174,Issued to violator but un-paid,2026-01-17 05:59:17,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,شيفروليه,تاهو,النسيم,الرياض,منطقة الرياض
102218740,2,1311065194,Issued to violator but un-paid,2026-01-17 04:49:25,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,نيسان,صني,الملز,الرياض,منطقة الرياض
102253799,6,1440292273,Issued to violator but un-paid,2026-01-17 03:50:58,,150,150,True,عدم ربط حزام,هيونداي,سوناتا,العليا,الرياض,منطقة الرياض
103163980,8,1707296924,Issued to violator but un-paid,2026-01-17 03:19:23,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,كيا,كارينز,النسيم,الرياض,منطقة الرياض
102253799,5,2341497384,Issued to violator but un-paid,2026-01-17 01:27:50,,150,150,True,عدم ربط حزام,مازدا,مازدا 3,العليا,الرياض,منطقة الرياض
100925051,1,1676990619,Issued to violator but un-paid,2026-01-17 01:26:19,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,هيونداي,كريتا,العليا,الرياض,منطقة الرياض
100925051,7,1065231108,Issued to violator but un-paid,2026-01-17 00:08:49,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,بي إم دبليو,بي إم دبليو 3 Series,العقيق,الرياض,منطقة الرياض
101571189,4,1367894260,Issued to violator but un-paid,2026-01-16 23:56:52,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,مازدا,مازدا CX-5,العليا,الرياض,منطقة الرياض
102253799,2,1213928483,Issued to violator but un-paid,2026-01-16 23:05:47,,150,150,False,عدم ربط حزام,فورد,إكسبلورر,الملز,الرياض,منطقة الرياض
102218740,8,2909514729,Issued to violator but un-paid,2026-01-16 21:55:19,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,لكزس,لكزس RX,الياسمين,الرياض,منطقة الرياض
101571189,2,1293681798,Issued to violator but un-paid,2026-01-16 21:51:23,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,كيا,سيراتو,الروضة,الرياض,منطقة الرياض
102218740,2,2276850208,Issued to violator but un-paid,2026-01-16 21:40:50,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,نيسان,صني,الياسمين,الرياض,منطقة الرياض
103163980,8,1447611957,Issued to violator but un-paid,2026-01-16 21:14:47,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,فورد,رينجر,النرجس,الرياض,منطقة الرياض
103163980,4,2003949725,Issued to violator but un-paid,2026-01-16 20:55:24,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,تويوتا,راش,الروضة,الرياض,منطقة الرياض
101571189,7,2997005066,Issued to violator but un-paid,2026-01-16 20:33:59,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,هوندا,هوندا سيفيك,الياسمين,الرياض,منطقة الرياض
101571189,10,1917580958,Issued to violator but un-paid,2026-01-16 20:22:03,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,بي إم دبليو,بي إم دبليو 3 Series,العليا,الرياض,منطقة الرياض
102253799,6,1006509254,Issued to violator but un-paid,2026-01-16 18:58:14,,150,150,False,عدم ربط حزام,شيفروليه,تاهو,العليا,الرياض,منطقة الرياض
102218740,1,2324422503,Issued to violator but un-paid,2026-01-16 17:51:24,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,كيا,سيراتو,السلي,الرياض,منطقة الرياض
103163980,10,1850826084,Issued to violator but un-paid,2026-01-16 17:00:49,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,كيا,سيراتو,العقيق,الرياض,منطقة الرياض
102218740,4,1401171116,Issued to violator but un-paid,2026-01-16 16:04:26,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,بي إم دبليو,بي إم دبليو 3 Series,الروضة,الرياض,منطقة الرياض
102218740,1,2136000802,Issued to violator but un-paid,2026-01-16 15:46:22,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,فورد,رينجر,النرجس,الرياض,منطقة الرياض
102253799,9,1606385578,Issued to violator but un-paid,2026-01-16 14:58:12,,150,150,False,عدم ربط حزام,شيفروليه,كابريس,الملقا,الرياض,منطقة الرياض
102253799,9,1624278977,Issued to violator but un-paid,2026-01-16 14:18:02,,150,150,False,عدم ربط حزام,تويوتا,كورولا,النسيم,الرياض,منطقة الرياض
100925051,7,1843816331,Issued to violator but un-paid,2026-01-16 10:50:06,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,نيسان,نافارا,الملز,الرياض,منطقة الرياض
103163980,10,2853714482,Issued to violator but un-paid,2026-01-16 09:32:56,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,مازدا,مازدا CX-5,الغدير,الرياض,منطقة الرياض
101571189,5,1410210405,Issued to violator but un-paid,2026-01-16 05:33:07,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,جيب,شيروكي,السلي,الرياض,منطقة الرياض
102253799,3,1190886495,Issued to violator but un-paid,2026-01-16 03:04:10,,150,150,True,عدم ربط حزام,جيب,رانجلر,الغدير,الرياض,منطقة الرياض
100925051,5,1569670687,Issued to violator but un-paid,2026-01-15 23:49:57,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,هيونداي,سوناتا,السلي,الرياض,منطقة الرياض
102253799,9,2126465584,Issued to violator but un-paid,2026-01-15 21:58:11,,150,150,True,عدم ربط حزام,تويوتا,اف جي كروزر,النرجس,الرياض,منطقة الرياض
103163980,4,1549209068,Issued to violator but un-paid,2026-01-15 21:48:28,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,تويوتا,كروزر,النسيم,الرياض,منطقة الرياض
102218740,3,2415302285,Issued to violator but un-paid,2026-01-15 21:39:23,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,شيفروليه,تاهو,النرجس,الرياض,منطقة الرياض
102253799,6,1888633630,Issued to violator but un-paid,2026-01-15 21:34:51,,150,150,True,عدم ربط حزام,فورد,إكسبلورر,السلي,الرياض,منطقة الرياض
103163980,9,1292768264,Issued to violator but un-paid,2026-01-15 21:29:14,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,شيفروليه,تاهو,العليا,الرياض,منطقة الرياض
102253799,8,1224090835,Issued to violator but un-paid,2026-01-15 20:24:01,,150,150,False,عدم ربط حزام,ميتسوبيشي,لانسر,الملقا,الرياض,منطقة الرياض
102218740,7,1775437167,Issued to violator but un-paid,2026-01-15 15:24:06,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,نيسان,صني,الملز,الرياض,منطقة الرياض
101571189,4,2345045479,Issued to violator but un-paid,2026-01-15 14:32:08,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,هوندا,هوندا سيفيك,النرجس,الرياض,منطقة الرياض
100925051,2,1978456845,Issued to violator but un-paid,2026-01-15 13:35:10,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,ميتسوبيشي,باجيرو,الياسمين,الرياض,منطقة الرياض
103163980,1,2150429287,Issued to violator but un-paid,2026-01-15 11:30:13,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,كيا,كارينز,النرجس,الرياض,منطقة الرياض
101571189,2,2386156349,Issued to violator but un-paid,2026-01-15 10:36:14,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,كيا,ريو,العقيق,الرياض,منطقة الرياض
101571189,6,1416597651,Issued to violator but un-paid,2026-01-15 09:43:46,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,كيا,سيراتو,السلي,الرياض,منطقة الرياض
103163980,7,1962966746,Issued to violator but un-paid,2026-01-15 07:28:22,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,مازدا,مازدا CX-5,السلي,الرياض,منطقة الرياض
100925051,10,2130430693,Issued to violator but un-paid,2026-01-15 05:37:35,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,لكزس,لكزس LX,الملز,الرياض,منطقة الرياض
100925051,10,1700456895,Issued to violator but un-paid,2026-01-15 04:56:36,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,هيونداي,كريتا,النسيم,الرياض,منطقة الرياض
102218740,5,2323429463,Issued to violator but un-paid,2026-01-15 04:07:05,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,نيسان,باترول,العقيق,الرياض,منطقة الرياض
101571189,7,2690913310,Issued to violator but un-paid,2026-01-15 03:39:01,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,مرسيدس بنز,مرسيدس بنز G-Class,السلي,الرياض,منطقة الرياض
102253799,2,2292476708,Issued to violator but un-paid,2026-01-15 02:40:16,,150,150,False,عدم ربط حزام,هوندا,هوندا سيفيك,الغدير,الرياض,منطقة الرياض
102253799,10,2542136504,Issued to violator but un-paid,2026-01-15 00:19:21,,150,150,True,عدم ربط حزام,نيسان,نافارا,الملز,الرياض,منطقة الرياض
